KO	123_baseline	127_baseline	233_baseline	257_baseline	257_follow.up	293_baseline	362_baseline	363_baseline	363_follow.up	369_baseline	372_baseline	392_baseline	393_baseline	407_baseline	407_follow.up	415_baseline	428_baseline	434_baseline	439_baseline	442_baseline	450_baseline	454_baseline	454_follow.up	457_baseline	490_baseline	490_follow.up	499_baseline	500_baseline	500_follow.up	505_baseline	510_baseline	510_follow.up	512_baseline	516_baseline	518_baseline	518_follow.up	520_baseline	526_baseline	1284_baseline	1289_baseline	1290_baseline	1292_baseline	1294_baseline	1296_baseline	1299_baseline	1303_baseline	1304_baseline	1306_baseline	1310_baseline	1314_baseline	1316_baseline	1318_baseline	1320_baseline	1322_baseline	1324_baseline	1326_baseline	1328_baseline	1334_baseline	1336_baseline	1338_baseline	1340_baseline	1342_baseline	1346_baseline	1348_baseline	1350_baseline	1356_baseline	1358_baseline
K03816	289060	767433	167676.4	186812	41739.415	3555.4	294624.5	327012	132016.65	375050.36541	3985447	622141.2987	146019.8	285495.65	85713.5	768766.9	185332.83	357189.5	24722.625	707379.6	363053.325	1304715.1	473013.41	1689758.175	898799.9	102012	2304004.5	135064.9	1156040.05	28637.39	240012	3284536	268578.625	670373	475163	301334	36903	281003	450919.13369	483883.94172	133006	405643.45	998109.92	705841.2	7335002.25	3067063	189688.84361	215615.45	1483598.75	7305011.2788	203659.5	544741.12	1600006	1678131.75	2092563.25	102022.25	2876634.5	3668389.15	14042390.75	94434.82666	3660006	7431505.45	809920.75	6012890.75	3175100.75	785803.56	7569313
K04083	9783	3436	19294.5	131604.5	41602.25	3543.4	48306	6	12902.25	381593	253006	929	7536	17207.15	5076	103166.9	3492.53	38206	23637.75	65606	1.5	92506	373153	315200.75	28706	106133	57606	7.5	53003	4049.59	7.5	38506	153576.75	90024.5	49504.5	1184.5	36901.125	1.5	111897.081	483483.5	133060.9	35302.25	46109.92	191021.2	164002.25	292002.25	157543.5	3	3	47402.25	3749.5	17761.87	2612.25	175001.5	621002.25	3	373601.5	119.07	876486.25	102691.5	3	882002.25	90801.5	1088001.5	342171.5	63834.55	825613.75
K04485	282532	740837	152179.4	224610.5	41739.415	3634.3	288177.5	327012	144915.9	381638.86541	3778450	617934.2987	143122.8	272998.65	85068.5	749469.9	181505.83	350992.5	24959.25	681782.6	363053.325	1243018.1	476161.91	1906757.8	886302.9	106140.5	2260607.5	135066.4	1156040.8	27630.39	240013.5	3252339	421578.25	657476	346166	302512.5	36903	281003	561914.98369	484365.19172	133064.65	343444.2	946110.67	541841.95	5635003	2903063.75	179189.59361	201016.2	1483598.75	7352410.5288	207038.75	440741.87	1602615.25	1589032.5	1709564	102022.25	2726635.25	3667784.15	13667476.25	103024.07666	3660006	6634506.2	758821.5	5635891.5	2783101.5	761004.31	7168313.75
K05349	79376	300002	40933.6	13.5	5.25	10.5	92303	10.5	5.25	44.846	63743	11.2987	713.2	104063	2971	33.3	83.86	394	2.625	15579.4	2.625	182045.4	10.5	38.55	157.5	10.5	96709	10.5	40.8	95.48	10.5	7839	2.625	44240	94340	154	2.625	2.625	5.80269	8.69172	5.25	4382.7	359201.5	56481.5	3410001.5	414241.5	3296.09361	16.2	17181.5	11.2788	5.25	57940	5.25	36424	804601.5	5.25	143932	276.82	225560	15.57666	5.25	46514.3	104300	532560	271060	59139.04	472600
K05366	228441	331408	57874.3	224612	41740	3635.8	131129	327013.5	144906	381667.93082	6056760	359938.0974	2069.6	199340.15	5872	928172.9	51739.13	85979	24959.625	31703.2	363003.375	381530.2	476160.5	1905274.475	609199.8	106142	345609	135015	326078.6	41991.19	240015	861672	421003	535527.5	177627.5	4659	36903.375	281003.375	561897.35538	484129.13344	133065.4	114286.15	548811.42	236662.7	5811003.75	822124.5	11495.68722	133028.65	831193.75	7187418.0576	206753.25	230221.87	1602616	2080963.5	1192964.75	102006.75	326069	3572238.63	10795466.25	102968.50332	3660006.75	459010.15	314471.5	3432781.5	2089031.5	552314.07	8463013.75
K05589	4440	1	11700	3	0.75	1.5	1.5	1.5	0.75	1.5	1.5	1.5	1.5	1.5	1.5	12.9	8.03	1.5	0.375	1.5	0.375	1.5	1.5	0.375	1.5	1.5	1.5	1.5	0.75	5.09	1.5	1.5	0.375	4020	2100	1.5	0.375	0.375	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	542	0.75	0.75	0.75	0.75	4860	0.75	11000	0.75	0.75	19600	0.75	63400	0.75	0.75	0.75	14300	182000	6170	15000	54400
K05946	71813	49436	46394.5	224606	41737	3629.8	57376	327007.5	144903	381597.8	460140	364139	11546	31957.15	5843	332466.9	51622.53	108006	24958.125	91862	363001.875	171706	476154.5	1905201.125	555206	106136	141406	135009	379003.75	7879.59	240009	916706	421577.125	571924.5	226304.5	4366	36901.875	281001.875	561901.231	484119.25	133062.4	209502.25	113309.92	492021.2	1875002.25	456003	172583.5	147603	798003.75	7187403	206750.25	212361.87	1602613	356201.5	1004163.25	102003.75	623201.5	3570825.07	2661486.25	102959.25	3660003.75	2045002.25	151771.5	1630001.5	1679171.5	93694.55	1883613.75
K06023	59943	19406	23304.5	224603	41735.5	3626.8	2626	327004.5	144901.5	381594.8	140	359927.5	1116	2257.15	125	210166.9	44312.53	63606	24957.375	662	363001.125	17506	476151.5	1905200.375	514006	106133	40406	135006	326003	2829.59	240006	846006	421000.75	473024.5	49904.5	4363	36901.125	281001.125	561891.75	484117.75	133060.9	112002.25	15209.92	137021.2	11002.25	3	5083.5	133002.25	798002.25	7187401.5	206748.75	95461.87	1602611.5	103101.5	163.25	102002.25	119201.5	3570108.47	1473486.25	102957.75	3660002.25	366002.25	24171.5	347001.5	951171.5	20094.55	711613.75
K06179	4440	1	11700	3	0.75	1.5	1.5	1.5	0.75	1.5	1.5	1.5	1.5	1.5	1.5	12.9	8.03	1.5	0.375	1.5	0.375	1.5	1.5	0.375	1.5	1.5	1.5	1.5	0.75	5.09	1.5	1.5	0.375	4020	2100	1.5	0.375	0.375	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	542	0.75	0.75	0.75	0.75	4860	0.75	11000	0.75	0.75	19600	0.75	63400	0.75	0.75	0.75	14300	182000	6170	15000	54400
K06182	4440	1	11700	3	0.75	1.5	1.5	1.5	0.75	1.5	1.5	1.5	1.5	1.5	1.5	12.9	8.03	1.5	0.375	1.5	0.375	1.5	1.5	0.375	1.5	1.5	1.5	1.5	0.75	5.09	1.5	1.5	0.375	4020	2100	1.5	0.375	0.375	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	542	0.75	0.75	0.75	0.75	4860	0.75	11000	0.75	0.75	19600	0.75	63400	0.75	0.75	0.75	14300	182000	6170	15000	54400
K06196	10970	26601	27200	4.5	1.5	3	6451.5	3	1.5	3	207001.5	4211.5	2901.5	12501.5	649.5	19312.9	3838.03	6201.5	0.75	25601.5	0.75	61701.5	3	0.75	12501.5	3	43401.5	3	1.5	1015.09	3	32201.5	0.75	16920	131100	3	0.75	0.75	4.9	1.5	1.5	62200.75	52000.75	164000.75	1700000.75	164000.75	11042	14600.75	1.5	1.5	1.5	108860	1.5	100100	383000.75	1.5	169600	706.75	438400	1.5	1.5	797000.75	65400	559000	398170	39800	455400
K06213	20740	2	11701.5	4.5	1.5	3	3	3	1.5	5.77891	2970001.5	3	3	3	3	359012.9	3658.03	10801.5	0.75	3	0.75	3	3	0.75	47501.5	3	55901.5	3	1.5	19505.09	3	3	0.75	4021.5	2101.5	3	0.75	0.75	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	3192	1.5	1.5	1.5	1.5	28460	1.5	988000	1.5	1.5	19600.75	811.75	4633400	1.5	1.5	1.5	91100	1562000	322170	252000	3604400
K06215	228219	744602	148484.9	10.5	4.665	9	243703	9	15.15	45.56541	3732311.5	262216.7987	137378.3	266043	80523	455615.9	137551.33	255388	2.25	641122.1	52.575	1194713.6	11.91	1557.8	356098.4	9	2206003	61.9	777039.3	21775.89	9	2400034.5	2.25	115371.5	379961.5	298151	2.25	2.25	22.80269	248.19172	4.5	258342.7	936801.5	377821.5	7160001.5	2775061.5	28148.09361	82613.95	685597.25	165009.7788	290.75	441240	4.5	1422031	1471401.5	20.75	2423033.75	98371.83	11819390	67.07666	4.5	6183504.7	723550	4941890	1894100	731909.76	6141100
K06217	289062	767437	167679.4	224612	41740.165	3635.8	294627.5	327013.5	144916.65	381640.36541	3985450	622144.2987	146022.8	285498.65	85716.5	768769.9	185335.83	357192.5	24959.625	707382.6	363053.7	1304718.1	476163.41	1906758.175	898802.9	106142	2304007.5	135067.9	1156041.55	28640.39	240015	3284539	421578.625	670376	475166	302514	36903.375	281003.375	561919.13369	484365.94172	133065.4	405644.2	998110.67	705841.95	7335003	3067063.75	189689.59361	215616.2	1483599.5	7352411.2788	207039.5	544741.87	1602616	1678132.5	2092564	102023	2876635.25	3668490.15	14042476.25	103024.82666	3660006.75	7431506.2	809921.5	6012891.5	3175101.5	785804.31	7569313.75
K06346	149310	592031	138790	7.5	3.165	6	227751.5	6	13.65	10.5	957001.5	262213	144431.5	184701.5	82719.5	199612.9	137318.03	282401.5	1.5	691201.5	51.825	1105201.5	8.91	1521.125	337201.5	6	2111001.5	58.9	830001.5	6235.09	6	2430701.5	577.125	170120	363500	298004.5	1.5	1.5	25.331	243.25	3	292500.75	716100.75	519000.75	4424000.75	2656000.75	181942	82601.5	669002.25	165002.25	289.25	386760	3	597100	1496000.75	19.25	2673600	97317.35	7971400	62.45	3	7019000.75	654900	4305000	1661170	514600	3036400
K06864	10970	26601	27200	4.5	1.5	3	6451.5	3	1.5	3	207001.5	4211.5	2901.5	12501.5	649.5	19312.9	3838.03	6201.5	0.75	25601.5	0.75	61701.5	3	0.75	12501.5	3	43401.5	3	1.5	1015.09	3	32201.5	0.75	16920	131100	3	0.75	0.75	4.9	1.5	1.5	62200.75	52000.75	164000.75	1700000.75	164000.75	11042	14600.75	1.5	1.5	1.5	108860	1.5	100100	383000.75	1.5	169600	706.75	438400	1.5	1.5	797000.75	65400	559000	398170	39800	455400
K06871	163669	159437	48280.9	18	7.5	15	112560.5	15	7.5	58.18105	15161313	15.7987	8015.8	115750.5	7952.5	1898028.8	21809.36	92589.5	3.75	81129.6	3.75	274521.1	15	39.675	266299.9	15	433804.5	15	53042.3	101630.98	15	46342	579.375	125297.5	115467.5	158.5	3.75	3.75	12.63369	10.94172	7.5	36446.45	312905.25	240825.25	3064005.25	703065.25	171890.09361	18.45	16601	13.5288	7.5	184400	7.5	5082931	1217405.25	7.5	496636.75	4321.18	23880790	10.62666	7.5	928508.45	557450	8332890	2181270	1292909.76	18955500
K06890	277192	737407	144589.4	224609	41738.665	3632.8	239877.5	327010.5	144915.15	381637.36541	3525450	617932.7987	135592.8	255798.65	79998.5	646469.9	178025.83	312792.5	24958.875	616182.6	363052.95	1150518.1	476160.41	1906757.425	857602.9	106139	2203007.5	135064.9	1103040.8	23590.39	240012	3213839	421002.25	571476	298766	302511	36902.625	281002.625	561909.65269	484364.44172	133063.9	308144.2	900010.67	350841.95	5471003	2611063.75	22189.59361	201015.45	1483598	7352409.7788	207038	427841.87	1602614.5	1425032.5	1088564	102021.5	2372635.25	3667773.55	12854476.25	103023.32666	3660005.25	5752506.2	682321.5	4729891.5	2447101.5	712204.31	6397313.75
K06898	10970	26601	27200	4.5	1.5	3	6451.5	3	1.5	3	207001.5	4211.5	2901.5	12501.5	649.5	19312.9	3838.03	6201.5	0.75	25601.5	0.75	61701.5	3	0.75	12501.5	3	43401.5	3	1.5	1015.09	3	32201.5	0.75	16920	131100	3	0.75	0.75	4.9	1.5	1.5	62200.75	52000.75	164000.75	1700000.75	164000.75	11042	14600.75	1.5	1.5	1.5	108860	1.5	100100	383000.75	1.5	169600	706.75	438400	1.5	1.5	797000.75	65400	559000	398170	39800	455400
K06902	10970	26601	27200	4.5	1.5	3	6451.5	3	1.5	3	207001.5	4211.5	2901.5	12501.5	649.5	19312.9	3838.03	6201.5	0.75	25601.5	0.75	61701.5	3	0.75	12501.5	3	43401.5	3	1.5	1015.09	3	32201.5	0.75	16920	131100	3	0.75	0.75	4.9	1.5	1.5	62200.75	52000.75	164000.75	1700000.75	164000.75	11042	14600.75	1.5	1.5	1.5	108860	1.5	100100	383000.75	1.5	169600	706.75	438400	1.5	1.5	797000.75	65400	559000	398170	39800	455400
K06925	289062	767437	167679.4	224612	41740.165	3635.8	294627.5	327013.5	144916.65	381640.36541	3985450	622144.2987	146022.8	285498.65	85716.5	768769.9	185335.83	357192.5	24959.625	707382.6	363053.7	1304718.1	476163.41	1906758.175	898802.9	106142	2304007.5	135067.9	1156041.55	28640.39	240015	3284539	421578.625	670376	475166	302514	36903.375	281003.375	561919.13369	484365.94172	133065.4	405644.2	998110.67	705841.95	7335003	3067063.75	189689.59361	215616.2	1483599.5	7352411.2788	207039.5	544741.87	1602616	1678132.5	2092564	102023	2876635.25	3668490.15	14042476.25	103024.82666	3660006.75	7431506.2	809921.5	6012891.5	3175101.5	785804.31	7569313.75
K06949	156062	205437	63679.4	224610.5	41739.25	3634.3	121627.5	327012	144905.25	381634.36541	3488450	364144.2987	12022.8	130498.65	8716.5	691469.9	55335.83	119192.5	24959.25	107382.6	363003	353718.1	476159	1905238.175	602802.9	106140.5	294007.5	135013.5	379041.55	27460.39	240013.5	924539	421578.25	603176	290166	4514	36903	281003	561904.03369	484124.94172	133064.65	210644.2	380110.67	541841.95	4775003	867063.75	175789.59361	147616.2	814599.5	7187411.2788	206752.5	279741.87	1602615.25	1345132.5	1600564	102006	726635.25	3571890.15	7322476.25	102964.62666	3660006	2091506.2	296921.5	3172891.5	2248101.5	359804.31	5759313.75
K06960	149310	592031	138790	7.5	3.165	6	227751.5	6	13.65	10.5	957001.5	262213	144431.5	184701.5	82719.5	199612.9	137318.03	282401.5	1.5	691201.5	51.825	1105201.5	8.91	1521.125	337201.5	6	2111001.5	58.9	830001.5	6235.09	6	2430701.5	577.125	170120	363500	298004.5	1.5	1.5	25.331	243.25	3	292500.75	716100.75	519000.75	4424000.75	2656000.75	181942	82601.5	669002.25	165002.25	289.25	386760	3	597100	1496000.75	19.25	2673600	97317.35	7971400	62.45	3	7019000.75	654900	4305000	1661170	514600	3036400
K06967	65283	22836	30894.5	224604.5	41736.25	3628.3	50926	327006	144902.25	381596.3	253140	359929	8646	19457.15	5195	313166.9	47792.53	101806	24957.75	66262	363001.5	110006	476153	1905200.75	542706	106134.5	98006	135007.5	379003	6869.59	240007.5	884506	421576.75	559024.5	97304.5	4364.5	36901.5	281001.5	561897.081	484118.5	133061.65	147302.25	61309.92	328021.2	175002.25	292003	162083.5	133003	798003	7187402.25	206749.5	108361.87	1602612.25	267101.5	621163.25	102003	473201.5	3570119.07	2286486.25	102958.5	3660003	1248002.25	100671.5	1253001.5	1287171.5	68894.55	1482613.75
K06969	94029	159432	36574.9	9	3.75	7.5	112553	7.5	3.75	39.56541	3281311.5	8.2987	8008.3	115743	7945	462015.9	7201.33	49388	1.875	81122.1	1.875	274513.6	7.5	37.8	76298.4	7.5	210203	7.5	53038.55	23625.89	7.5	46334.5	577.5	121271.5	113361.5	151	1.875	1.875	8.88369	7.19172	3.75	36442.7	312901.5	240821.5	3064001.5	703061.5	160748.09361	14.7	16597.25	9.7788	3.75	85140	3.75	1163931	1217401.5	3.75	477033.75	1076.43	5537390	6.87666	3.75	928504.7	235950	2630890	911100	329909.76	4701100
K07003	95219	182602	44484.9	9	3.75	7.5	70703	7.5	3.75	39.56541	3235311.5	4216.7987	3378.3	111043	3523	378315.9	7551.33	17388	1.875	41122.1	1.875	243713.6	7.5	37.8	60098.4	7.5	196003	7.5	39.3	20595.89	7.5	40034.5	1.875	48171.5	194961.5	151	1.875	1.875	7.70269	7.19172	3.75	63342.7	318801.5	213821.5	4600001.5	575061.5	14248.09361	14613.95	16597.25	9.7788	3.75	176240	3.75	1089031	979401.5	3.75	273033.75	1771.83	5099390	6.87666	3.75	843504.7	210550	2101890	967100	305909.76	4331100
K07006	142783	565436	123294.5	131606	41603.165	3544.9	221306	7.5	12913.65	381599	750006	258929	141536	172207.15	82076	180466.9	133492.53	276206	23638.125	665606	52.2	1043506	373157.41	316720.75	324706	106134.5	2067606	61.9	830003	5229.59	9	2398506	153577.125	157224.5	234504.5	299184.5	36901.5	1.875	111912.181	483724.5	133061.65	230302.25	664109.92	355021.2	2724002.25	2492002.25	171443.5	68003	669003	212402.25	4036.5	282761.87	2613	508001.5	1113002.25	20	2523601.5	96719.07	7596486.25	102751.7	3.75	6222002.25	603801.5	3928001.5	1269171.5	489834.55	2635613.75
K07037	88689	156002	28984.9	7.5	3	6	64253	6	3	38.06541	3028311.5	6.7987	478.3	98543	2875	359015.9	3721.33	11188	1.5	15522.1	1.5	182013.6	6	37.425	47598.4	6	152603	6	38.55	19585.89	6	7834.5	1.5	35271.5	65961.5	149.5	1.5	1.5	3.55269	6.44172	3	1142.7	266801.5	49821.5	2900001.5	411061.5	3748.09361	13.95	16596.5	9.0288	3	72240	3	999931	596401.5	3	123033.75	1065.83	4724390	6.12666	3	46504.7	159450	1724890	575100	281109.76	3930100
K07043	71810	49431	46390	93006	136.25	89.4	57371.5	327004.5	132002.25	7.8	460135.5	363213	11541.5	31951.5	5838.5	332312.9	51618.03	108001.5	1321.125	91857.5	363001.125	171701.5	103004.5	1590001.125	555201.5	6	141401.5	135004.5	379001.5	7875.09	240004.5	916701.5	268576.75	571920	226300	3184.5	1.5	281001.125	450010.231	637.25	3	209500.75	113300.75	492000.75	1875000.75	456001.5	172582	147601.5	798002.25	7140002.25	203002.25	212360	1600002.25	356200	1004161.75	102002.25	623200	3570717.35	2661400	269.25	3660002.25	2045000.75	151770	1630000	1679170	93660	1883400
K07050	4440	1	11700	3	0.75	1.5	1.5	1.5	0.75	1.5	1.5	1.5	1.5	1.5	1.5	12.9	8.03	1.5	0.375	1.5	0.375	1.5	1.5	0.375	1.5	1.5	1.5	1.5	0.75	5.09	1.5	1.5	0.375	4020	2100	1.5	0.375	0.375	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	542	0.75	0.75	0.75	0.75	4860	0.75	11000	0.75	0.75	19600	0.75	63400	0.75	0.75	0.75	14300	182000	6170	15000	54400
K07052	157253	228608	71590.9	318410.5	83339.25	7094.3	79779	327013.5	144906	756634.36541	3442451.5	369275.7987	7394.3	125801.3	4296	607920.9	55687.33	87194	48359.25	67384.1	363003.375	322919.6	846159	2003438.175	586604.4	208140.5	279809	135015	326043.05	24431.89	240015	918240.5	421003	530077.5	371767.5	4515.5	73803	281003.375	562793.85269	967124.94172	266064.65	237544.95	386019.09	514861.65	6311003.75	739064.5	29290.34361	162216.2	814600.25	7187412.0288	207120.5	370842.99	1602616	1270233.25	1362564.75	102006.75	522636	3572592.27	6884477	197064.62666	3660006.75	2006506.95	271522.25	2643892.25	2304102.25	335838.11	5389526.75
K07053	149310	592031	138790	7.5	3.165	6	227751.5	6	13.65	10.5	957001.5	262213	144431.5	184701.5	82719.5	199612.9	137318.03	282401.5	1.5	691201.5	51.825	1105201.5	8.91	1521.125	337201.5	6	2111001.5	58.9	830001.5	6235.09	6	2430701.5	577.125	170120	363500	298004.5	1.5	1.5	25.331	243.25	3	292500.75	716100.75	519000.75	4424000.75	2656000.75	181942	82601.5	669002.25	165002.25	289.25	386760	3	597100	1496000.75	19.25	2673600	97317.35	7971400	62.45	3	7019000.75	654900	4305000	1661170	514600	3036400
K07089	149310	592031	138790	7.5	3.165	6	227751.5	6	13.65	10.5	957001.5	262213	144431.5	184701.5	82719.5	199612.9	137318.03	282401.5	1.5	691201.5	51.825	1105201.5	8.91	1521.125	337201.5	6	2111001.5	58.9	830001.5	6235.09	6	2430701.5	577.125	170120	363500	298004.5	1.5	1.5	25.331	243.25	3	292500.75	716100.75	519000.75	4424000.75	2656000.75	181942	82601.5	669002.25	165002.25	289.25	386760	3	597100	1496000.75	19.25	2673600	97317.35	7971400	62.45	3	7019000.75	654900	4305000	1661170	514600	3036400
K07090	39992	104637	50379.4	131610.5	41605.25	3549.4	70557.5	12	12905.25	381603.46541	3638816	9352	13415.8	44048.65	6405.5	500768.4	14804.03	61407.5	23639.25	116826.6	3	215918.1	373159	315202.25	101225.2	106139	200307.5	13.5	53006	25571.09	13.5	102909	153578.25	117476	316266	1190.5	36902.625	3	111906.881	483486.5	133063.9	160783	180910.67	521241.95	3734003	621063	181745.5	29204.5	200.25	47405.25	3752.5	250841.87	2615.25	1331032.5	1456403	6	674035.25	2349.15	6199076.25	102696.9	6	2476006.2	272251.5	3223891.5	1444101.5	350444.31	5190313.75
K07098	94878	207432	36658.3	10.5	4.5	9	121903	9	4.5	42.75191	3283121.5	9.7987	8086.6	117583	7977	462017.4	7202.83	49389.5	2.25	81141.2	2.25	274524.2	9	38.175	76317.6	9	210204.5	9	53039.3	23627.39	9	46336	577.875	122921.5	122121.5	152.5	2.25	2.25	9.63369	7.94172	4.5	37522.7	343701.5	243041.5	3234001.5	704121.5	161300.09361	15.45	16792.25	10.5288	4.5	86620	4.5	1164762	1286801.5	4.5	477466.75	1083.51	5539980	10.02666	4.5	928507.9	238400	2632780	913030	329919.52	4713800
K07099	9780	3431	19290	4.5	1.5	3	48301.5	3	1.5	3	253001.5	3	7531.5	17201.5	5071.5	103012.9	3488.03	38201.5	0.75	65601.5	0.75	92501.5	3	0.75	28701.5	3	57601.5	3	53000.75	4045.09	3	38501.5	576.375	90020	49500	3	0.75	0.75	6.081	1.5	1.5	35300.75	46100.75	191000.75	164000.75	292000.75	157542	1.5	1.5	1.5	1.5	17760	1.5	175000	621000.75	1.5	373600	11.35	876400	1.5	1.5	882000.75	90800	1088000	342170	63800	825400
K07112	14220	3432	30990	7.5	2.25	4.5	48303	4.5	2.25	4.5	253003	4.5	7533	17203	5073	103025.8	3496.06	38203	1.125	65603	1.125	92503	4.5	1.125	28703	4.5	57603	4.5	53001.5	4050.18	4.5	38503	576.75	94040	51600	4.5	1.125	1.125	6.831	2.25	2.25	35301.5	46101.5	191001.5	164001.5	292001.5	158084	2.25	2.25	2.25	2.25	22620	2.25	186000	621001.5	2.25	393200	12.1	939800	2.25	2.25	882001.5	105100	1270000	348340	78800	879800
K07170	4441	2	11701.5	93803	41600.75	3461.5	3	3	1.5	375001.5	3	924.5	3	4.15	3	163.9	9.53	3	23400.375	3	0.75	3	370001.5	98200.375	3	102001.5	3	3	1.5	6.59	3	3	0.75	4021.5	2101.5	3	36900.375	0.75	891.75	483000.75	133000.75	1.5	9.17	20.45	1.5	1.5	542.75	1.5	1.5	1.5	368.75	4861.12	1.5	11000.75	1.5	1.5	19600.75	7.47	63400.75	94100.75	1.5	1.5	14300.75	182000.75	6170.75	15033.8	54613
K07230	137440	562001	115700	4.5	1.665	3	173001.5	3	12.15	7.5	497001.5	258001.5	134001.5	155001.5	77001.5	77312.9	130008.03	238001.5	0.75	600001.5	51.075	951001.5	5.91	1520.375	296001.5	3	2010001.5	55.9	777000.75	1185.09	3	2360001.5	0.75	71220	187100	298001.5	0.75	0.75	15.85	241.75	1.5	195000.75	618000.75	164000.75	2560000.75	2200000.75	14442	68000.75	669000.75	165000.75	287.75	269860	1.5	344000	492000.75	17.75	2169600	96600.75	6783400	60.95	1.5	5340000.75	527300	3022000	933170	441000	1864400
K07240	155458	318862	73146.8	15	6	12	225103	12	6	70.573	622623	13.5974	16013.6	231483	15887	206031.8	7102.66	77176	3	162241.2	3	549024.2	12	74.85	57596.8	12	308606	12	106075.6	8251.78	12	92666	1154.25	242540	226720	299	3	3	16.26738	12.88344	6	72883.9	625801.5	481641.5	6128001.5	1406121.5	316196.18722	27.9	33193	18.0576	6	123080	6	373862	2434801.5	6	954066	530.86	1934780	12.25332	6	1857007.9	318300	2501780	1190200	185819.52	2302200
K07243	137440	562001	115700	4.5	1.665	3	173001.5	3	12.15	7.5	497001.5	258001.5	134001.5	155001.5	77001.5	77312.9	130008.03	238001.5	0.75	600001.5	51.075	951001.5	5.91	1520.375	296001.5	3	2010001.5	55.9	777000.75	1185.09	3	2360001.5	0.75	71220	187100	298001.5	0.75	0.75	15.85	241.75	1.5	195000.75	618000.75	164000.75	2560000.75	2200000.75	14442	68000.75	669000.75	165000.75	287.75	269860	1.5	344000	492000.75	17.75	2169600	96600.75	6783400	60.95	1.5	5340000.75	527300	3022000	933170	441000	1864400
K07282	5289	48001	11783.4	4.5	1.5	3	9351.5	3	1.5	4.6865	1811.5	3	79.8	1841.5	33.5	14.4	9.53	3	0.75	20.6	0.75	12.1	3	0.75	20.7	3	3	3	1.5	6.59	3	3	0.75	5670	10860	3	0.75	0.75	1.5	1.5	1.5	1080.75	30800.75	2220.75	170000.75	1060.75	1094	1.5	195.75	1.5	1.5	6340	1.5	11831	69400.75	1.5	20033	7.83	65990	3.9	1.5	3.95	16750	183890	8100	15009.76	67100
